tweets;Classification
"Eleições no BR expectativa: debater sobre projetos sociais, segurança, saneamento, saúde, educação...Eleições no BR realidade: convencer quem é mais ou menos satânico#Eleicoes2022 #LulaPresidente2022
	";Negativo
"Eleições em 2018 . Neymar precisa se posicionar dar as caras ele é melhor jogador brasileiro e tiros precisam saber qual sua posição política . Eleições 2022 Neymar se posiciona algum imbecil diz que não torce ou não assisti a seleção pq ele apoia Bolsonaro
	";Negativo
"Levando em conta os argumentos de ambos os lados, temos um Ladrão contra um Assassino no segundo turno. Isso vai mostrar o que vale mais pro público eleitor, a vida ou bens materiais. #Eleicoes2022
	";Neutro
"Declaro aqui meu total repúdio a esses ditos 'famosos' por apoiarem o maior corrupto do Brasil.Eleições 2022: candidatos famosos amargam derrota histórica. Veja os eleitos, os perdedores e a quantidade de votos!
	";Negativo
"Bolsonaro, conservador e cristão de família, passou 4 anos falando “conhecereis a verdade e ela vos libertará” e hoje foi exposto na maçonaria. #Eleicoes2022
	";Negativo
"canalha #Eleicoes2022
	";Negativo
"Quem são candidatos aos 12 governos estaduais na disputa do segundo turno das Eleições 2022
	";Negativo
"GENTE GENTE ELES ESTAO TODOS JUNTOS ATACANDO A IGREJA, NOSSO PAIS ESTA EM PERIGO!#Eleicoes2022
	";Negativo
"A história que o @jairbolsonaro conta: ""os artistas estão do lado do Lula, porque acabou a mamata""A realidade: empresas do ramo agrícola, desesperados que vai acabar a #mamata se acaso o @LulaOficial ganhar.#LeiRouanet não, agora é LEI AGROANET #Eleicoes2022
	";Neutro
"Se Lula ganhar, assim que ele tomar posse, a direita começa enxergar toda a fome, toda a pobreza, todos os problemas e falta de amor do nosso Brasil.E vc de esquerda vê se não vai ficar cego hein, aí aí aí... POVO DEVE SER SEMPRE OPOSIÇÃO!#Eleicoes2022#LulaNoSegundoTurno
	";Neutro
"Ta certo #Eleicoes2022
	";Negativo
"Enfim a hipocrisia! #Eleicoes2022
	";Negativo
"Do jeito que tá, se o @CaioCastro declarar voto no @LulaOficial, ele vai de macho escroto pra homão da porra.Se declarar voto no Bolsonaro, vai ser até demitido da Globo (Não sei se ainda trabalha lá)#Eleicoes2022
	";Neutro
"""Raio-X das #Eleições2022: confira análise sobre o 1º turno"" por @UOLNoticias
	";Negativo
"Os signos nas #Eleicoes2022 Que signo é o teu?
	";Negativo
"O mito de vocês aí . #Eleicoes2022 Cuidado vão inventar que é fake news.
	";Negativo
"Fonte: https://estadao.com.br/politica/governo-bolsonaro-corta-verba-contra-o-cancer-para-bancar-orcamento-secreto-em-2023/…
	";Negativo
"Eleições 2022: Apuração dos votos do primeiro turno é finalizada.
	";Negativo
"Exato... #demonio #satanas #Eleicoes2022
	";Negativo
"Gente? #Eleicoes2022 #ELEICOES2022
	";Negativo
"SOBRINHA NÃO VAMOS DEIXAR NOSSO PAIS CAIR NAS MÃOS DE SATANÁS! LULA NOS LEVARÁ DE VOLTA A JESUS #Eleicoes2022
	";Neutro
"ELEIÇÕES 2022...
	";Negativo
"@LulaOficial #Eleicoes2022 #2turno
	";Negativo
"Veja os números finais de cada candidato no primeiro turno:Urnas apuradas (100%)Luiz Inácio Lula da Silva (PT) — 57.259.504 votos (48,43%)Jair Bolsonaro (PL) — 51.072.345 votos (43,20%)Simone Tebet (MDB) — 4.915.423 votos (4,16%)#Eleicoes2022
	";Positivo
"Só não encherga quem não quer!#Eleicoes2022
	";Negativo
"O roteirista do filme “Eleições 2022” tá de parabéns. QUE ONDA MEUZAMIGOS! 
	";Negativo
"Eleitora de Bolsonaro tenta chamar nordestinos de analfabetos e é pega no pulo pelo Whindersson, usando o ""mais"" no lugar do ""más"". #Eleicoes2022
	";Neutro
"Que Deus me perdoe eu nunca mais quero colocar meus pés em uma igreja Evangélica, vou continuar indo a igreja católica onde posso passar 10 anos sem ir que quando vou sou bem recebida convidada a voltar e não imposta a voltar como na evangélica#Eleicoes2022 #LulaPresidente2022
	";Negativo
"gente, para de postar esse vídeo #Eleicoes2022 #bolsonaromacon
	";Negativo
"#Eleicoes2022 #BolsonaroPresidente22 #agro
	";Negativo
"#BolsonaroSatanista  #maconaria #Eleicoes2022 #
	";Negativo
" #F5 - Jornal dos Canyons #Eleições2022  Cinco ex-presidenciáveis são eleitos para o Legislativo.
	";Negativo
" Eleições 2022: Greyce aumenta sua votação em 293% comparado a 2018 - Módulo FM Informação com credibilidade
	";Negativo
"Só para lembrar a você que teve amnésia no dia de votar.Assista.Compartilhe.Envie para os outros.#BolsonaroPresidente22#Bolsonaro22 #Eleicoes2022 #Politica
	";Negativo
"Eleições 2022 good ending: blue pen enlouquece e sucumbe ao seu poder máximo dominando o brasil e o tornando a mais nova potência mundial
	";Negativo
" #F5 - Jornal dos Canyons #Eleições2022  Relatório da OEA diz que 1º turno ocorreu com ordem e normalidade.
	";Negativo
"          22 #Eleicoes2022 #BolsonaroPresidente22
	";Negativo
"Lulistas sem escrúpulos fazendo perfis fakes para tentar passar a imagem de que há bolsonaristas mudando voto por causa de um discurso do presidente para maçons... E a moral para falar em Fake News fica onde?TAGS Maçonaria Lula #Eleicoes2022 #Eleições2022 Igreja Católica
	";Neutro
"Rondônia, Mato Grosso e Rio de Janeiro tiveram maiores abstenções; veja ranking - Eleições 2022... vamos ao trabalho pessoal
	";Negativo
"Sérgio Moro declara apoio a Bolsonaro. #segundoturno #Eleicoes2022 #CNNNASELEICOES #CentralDasEleicoes #Janones cachorro louco do ladrao.
	";Negativo
"Jejum e Oração Pela nossa Nação  @jairbolsonaro @nikolas_dm @Carla_Cecato_ #JairBolsonaro22 #Eleicoes2022 #PresidenteBolsonaro22
	";Negativo
"Isso vai passar na globo? #BolsonaroPresidente22 #Eleicoes2022
	";Negativo
"Petista manda pastor calar a boca durante culto em PE e agride diáconos; VEJA VÍDEOS http://youtube.com/watch?v=nGRm-hewspc&feature=youtu.be… https://terrabrasilnoticias.com/2022/10/petista-manda-pastor-calar-a-boca-durante-culto-em-pe-e-agride-diaconos-veja-videos/…
	";Negativo
"Acabando com toda narrativa dessa imprensa comprada.#grandedia #Eleicoes2022 #EleicoesBrasil2022
	";Negativo
"Bom dia.
	";Negativo
"É por conta desse tipo de pessoa que meu voto foi e vai para Lula. Com o advento do bolsonarismo esse tipo de comentários se tornou cada vez mais frequente, o que é lamentável. Um presidente tem que unir o país, não dividi-lo. #Eleicoes2022
	";Neutro
"TSE conclui apuração do 1º turno: Lula 48,43% e Bolsonaro 43,20%.Totalização das urnas chegou a 100% na manhã desta terça (4/10). Procedimento foi finalizado 41 horas após fim do horário oficial do pleito. #Eleições2022Leia: https://cutt.ly/PV6f40e
	";Positivo
"Geral brigando por política, e eu só querendo uma camisa de time.#LulaPresidente2022 #BolsonaroPresidente22 #Eleicoes2022
	";Negativo
" #F5 - Jornal dos Canyons #Eleições2022  Estados Unidos parabenizam Brasil pelo primeiro turno das eleições 2022.
	";Negativo
"@LulaOficial @JanjaLula #Eleicoes2022
	";Negativo
"LUIZ INÁCIO LULA DA SILVA fale pra sua equipe de marketing lançar AGORA o vídeo de vc falando como ajudou os evangélicos e corta pro bolsonaro cristão de taubaté na maçonaria
	";Neutro
"Veja o resultado das eleições 2022 para governador e presidente na Bahia
	";Negativo
"No Brasil a gente vota no menos pior. Então não queria nenhum do dois, mas como sou obrigado a escolher entre dois candidatos corruptos.  #Eleicoes2022
	";Negativo
"Segundo turno das Eleições 2022 também tem horário político dos candidatos à presidência e governo estadual
	";Negativo
"Rondônia, Mato Grosso e Rio de Janeiro tiveram maiores abstenções; veja ranking - Eleições 2022
	";Negativo
"CONEXÃO ELEITORAL | E vamos de propaganda eleitoral liberada, inclusive aqui na internet. Pode distribuir material gráfico, fazer comícios, caminhada, carreata e passeata. #Eleicoes2022
	";Negativo
"Dos 658 projetos de lei apresentados na Assembleia Legislativa do #Acre (2019 a 2021), apenas 13 proposições envolveram a temática do #meioambiente e energia, representando 1,97% do total de projetos apresentados. Confira: http://bit.ly/3V2iIb6#eleições2022
	";Neutro
"Patrícia Pillar escolhe candidato para o 2° turno: ''Voto no #Lula'' - #AFavorita #CiroGomes #Eleições2022 #Globo #NovelasDaGlobo #PatríciaPillar #PT
	";Positivo
"Os cara criando fake dos tiozão bolsonarista pra dizer que não votam mais nele por causa da maçonaria kkkkkkkkkkkkkkkkkkkkkk #Eleicoes2022
	";Negativo
"Só pra lembrar aos eleitores que @jairbolsonaro só queria dar AUXILIO DE 200 REAIS para os mais pobres no auge da pandemia.#Eleicoes2022 #LulaPresidente2022
	";Negativo
"Capitão Vagner declara que vai apoiar Bolsonaro.  Amigo,  desculpa te desanimar, mas teu apoio não vai fazer muita diferença.  #Elmano #LulaPresidente2022 #Eleicoes2022
	";Negativo
"Lula vamos criar a bolsa terapia, pq pesquisando o público mínions foi constatado que eles não aceitam que todos possam ter oportunidades, pq eles não tiveram#LulaPresidente2022 #Eleicoes2022
	";Negativo
"Agora tudo faz sentido a Regina Duarte aí tb #Eleicoes2022
	";Negativo
"Imagens mostram Primeira Dama, Michelle Bolsonaro, em casamento de Carla Zambelli, realizado em Loja Maçônica.
	";Negativo
"#Eleicoes2022 Candidato à reeleição inicia busca por palanques nos estados e fará contato com Ronaldo Caiado (#Goiás) e Ratinho Júnior (#Paraná). Confira: https://r7.com/zU7c #R7
	";Negativo
"#ELEIÇÕES2022 - Na Bahia, ACM Neto (União) e Jerônimo Rodrigues (PT) disputam o cargo de governador; Lula (PT) e Jair Bolsonaro (PL) decidem o cargo de presidência no 2° turno#ibahia #eleições
	";Positivo
"Tainá, vcs precisam difundir esse aqui ó https://revistaforum.com.br/politica/2022/10/4/quando-bolsonaro-admitiu-que-quase-abortou-jair-renan-124382.html…
	";Negativo
"Não podemos deixar um milantra que defende bandido chegar na presidência do nosso país. Que Deus tenha misericórdia! #Eleicoes2022 #Lula #eleiçoes
	";Negativo
"Bolsonaristas: Lula está fazendo pacto com o Satanás para ganhar a eleição. Ué,  mas como? Ele vai trair o próprio filho? #LulaPresidente2022 #LulaPresidente1️⃣3️⃣ #Eleicoes2022 #ForaBolsonaroVagabundo #ForaBolsonaro
	";Negativo
"Ao lado de Bolsonaro, Zema diz que “PT arruinou Minas Gerais”.Governador reeleito de MG esteve em Brasília nesta terça-feira (4/10) para declarar apoio ao presidente no 2º turno. #Eleições2022Leia: https://cutt.ly/GV6fdl4
	";Neutro
"A péssima gestão do @jairbolsonaro não incomoda os #bolsonaristas mais do que esse vídeo. #Bolsonaro #BolsonaroPresidente22 #eleicao #Eleicoes2022 #LulaPresidente2022 #Traidor #cristao
	";Negativo
"ELEIÇÕES 2022  | Pleito teve 4,20% de votos brancos e nulos
	";Negativo
"A verdade é que a esquerda usa as minorias para ter votos. Lamentável ver quem acredita neles, tudo bando de lacradores #bolsonaro #lula #politica #direita #esquerda #Eleicoes2022 #negros
	";Negativo
"A classe da música sertaneja é a vergonha do país. E tem que generalizar mesmo, pois a única que se posicionava diferente disto já faleceu. #Eleicoes2022
	";Negativo
"Eleições 2022: os acordos entre TSE e redes sociais funcionaram?
	";Negativo
"Batalha campal no #debatenaglobo #eleicoes2022 #eleicoesnomeio
	";Negativo
"#Eleições2022: Faltaram 44,9 mil votos para Jerônimo vencer no primeiro turno, e 747,8 mil para Neto
	";Negativo
"#Eleicoes2022 #ptnuncamais #BolsonaroPresidente22 #fraudenasurnas
	";Negativo
"É aí? #Eleicoes2022
	";Negativo
"O domingo de Eleições teve recorde de ocorrências registradas no aplicativo Pardal, do TSE
	";Neutro
"ELEIÇÕES 2022Boca de urna e compra de votos motivaram prisões durante votaçãohttp://ocoletivo.com.br/noticia-77055-boca-de-urna-e-compra-de-votos-motivaram-pris-es-durante-vota-o…
	";Neutro
"VOCÊS SABIAM? BOLSONARO SE DIZ CONTRA O ABORTO MAS QUIS ABORTAR JAIR RENAN, O PROCEDIMENTO SÓ NÃO FOI FEITO PORQUE A MAE SE RECUSOU A FAZER #Eleicoes2022
	";Negativo
"GENTEEEE NÃO ACREDITOOOOOo clima tá tão tenso que a galera nem trocou a foto do perfil para o dia das crianças.#Eleicoes2022
	";Negativo
"Eleições 2022: Brumado segue sem um ?filho da terra? eleito deputado estadual -
	";Negativo
"Estranho é entender a composição majoritária da direita brasileira eleita e o Presidente mais votado ser um esquerdista. Muito estranho! #Eleicoes2022
	";Negativo
"que decepção!!!! ia votar nele pelos meus valores cristãos e pela vida. agora meu voto é no candidato lula #Eleicoes2022
	";Negativo
"Quando Bolsonaro admitiu que quase abortou Jair RenanBolsonaristas acusam Lula de ser a favor do aborto, o que não é verdade; Bolsonaro, no entanto, já admitiu em entrevista que quase abortou seu quarto filhoLeia mais: https://bit.ly/3M2urSW
	";Neutro
"Credibilidade zero: Institutos de Pesquisa saem mais uma vez derrotados nas eleições de 2022
	";Neutro
"A Oxfam Brasil, juntamente com o Instituto Alziras e o Instituto de Estudos Sociais e Políticos (IESP) da UERJ, analisa, nesta terça-feira, 04 de outubro, os resultados das eleições de 2022 sob a perspectiva de gênero e raça, em seu canal do Youtube.
	";Neutro
"O 1º turno das eleições de 2022 foi repleto de surpresas – a maior parte, amarga para quem se preocupa com o meio ambiente e a crise climática no Brasil.https://climainfo.org.br/2022/10/03/a-marca-do-desmatamento-amazonico-no-1o-turno-das-eleicoes-presidenciais/…
	";Positivo
"Deputada Carla, o ladrão roubou e MUITO. Foi condenado por unanimidade em todas as instâncias. Por favor, mostre a imagem abaixo para o Presidente Bolsonaro sobre a movimentação idêntica dos gráficos das eleições de 2022 e 2014.
	";Negativo
"Por aqui estou perdidinha no episódio de hoje das eleições 2022
	";Negativo
"Tinha um mínimo de respeito pelo Zema. Perdi agora. E nada garante que o mineiro que votou nele vote também no Coisa Ruim. #Eleições2022 #ForaBolsonaro
	";Neutro
"A apuração dos votos do primeiro turno das eleições de 2022 terminou na manhã desta terça-feira (4), com 100 % das urnas totalizadas. A conclusão ocorreu mais de 41 horas após o horário previsto para o término da votação.Leia mais
	";Neutro
"PATRIOTAS TEREI QUE ANULAR #BOLSONARO #Eleicoes2022 #eleicoes
	";Negativo
"Bolsonaro na maçonaria: vídeo antigo viraliza e presidente é alvo de críticas http://glo.bo/3rthHLz
	";Negativo
"evangélicos resumidos a massa de manobra nas #Eleicoes2022
	";Negativo
